28	31	35	0.593	16.610	18.390
29	32	36	0.590	17.115	18.885
30	33	37	0.587	17.619	19.381
31	34	38	0.585	18.123	19.877
32	35	39	0.582	18.627	20.373
33	36	40	0.580	19.130	20.870
34	37	41	0.577	19.634	21.366
35	38	42	0.575	20.137	21.863
36	39	43	0.573	20.640	22.360
37	40	44	0.571	21.143	22.857
38	41	45	0.570	21.646	23.354
39	42	46	0.568	22.148	23.852
40	43	47	0.566	22.651	24.349
41	44	48	0.565	23.153	24.847
42	45	49	0.563	23.655	25.345
43	46	50	0.562	24.157	25.843
44	47	51	0.560	24.659	26.341
45	48	52	0.559	25.161	26.839
46	49	53	0.558	25.663	27.337
47	50	54	0.557	26.165	27.835
48	51	55	0.556	26.667	28.333
49	52	56	0.554	27.168	28.832
50	53	57	0.553	27.670	29.330
51	54	58	0.552	28.171	29.829
52	55	59	0.551	28.673	30.327
53	56	60	0.550	29.174	30.826
54	57	61	0.550	29.676	31.324
55	58	62	0.549	30.177	31.823
56	59	63	0.548	30.678	32.322
57	60	64	0.547	31.179	32.821
58	61	65	0.546	31.681	33.319
59	62	66	0.545	32.182	33.818
60	63	67	0.545	32.683	34.317
61	64	68	0.544	33.184	34.816
62	65	69	0.543	33.685	35.315
63	66	70	0.543	34.186	35.814
64	67	71	0.542	34.687	36.313
65	68	72	0.541	35.188	36.812
66	69	73	0.541	35.689	37.311
67	70	74	0.540	36.190	37.810
68	71	75	0.540	36.691	38.309
69	72	76	0.539	37.191	38.809
70	73	77	0.538	37.692	39.308
71	74	78	0.538	38.193	39.807
72	75	79	0.537	38.694	40.306
73	76	80	0.537	39.195	40.805
74	77	81	0.536	39.695	41.305
75	78	82	0.536	40.196	41.804
76	79	83	0.535	40.697	42.303
77	80	84	0.535	41.197	42.803
78	81	85	0.535	41.698	43.302
79	82	86	0.534	42.199	43.801
80	83	87	0.534	42.699	44.301
81	84	88	0.533	43.200	44.800
82	85	89	0.533	43.701	45.299
83	86	90	0.533	44.201	45.799
84	87	91	0.532	44.702	46.298
85	88	92	0.532	45.202	46.798
86	89	93	0.531	45.703	47.297
87	90	94	0.531	46.203	47.797
88	91	95	0.531	46.704	48.296
89	92	96	0.530	47.204	48.796
90	93	97	0.530	47.705	49.295
91	94	98	0.530	48.205	49.795
92	95	99	0.529	48.706	50.294
93	96	100	0.529	49.206	50.794
94	97	101	0.529	49.707	51.293
95	98	102	0.528	50.207	51.793
96	99	103	0.528	50.708	52.292
97	100	104	0.528	51.208	52.792
98	101	105	0.528	51.709	53.291
99	102	106	0.527	52.209	53.791
100	103	107	0.527	52.709	54.291
101	104	108	0.527	53.210	54.790
102	105	109	0.527	53.710	55.290
103	106	110	0.526	54.211	55.789
104	107	111	0.526	54.711	56.289
105	108	112	0.526	55.211	56.789
106	109	113	0.526	55.712	57.288
107	110	114	0.525	56.212	57.788
108	111	115	0.525	56.712	58.288
109	112	116	0.525	57.213	58.787
110	113	117	0.525	57.713	59.287
111	114	118	0.524	58.213	59.787
112	115	119	0.524	58.714	60.286
113	116	120	0.524	59.214	60.786
114	117	121	0.524	59.714	61.286
115	118	122	0.524	60.215	61.785
116	119	123	0.523	60.715	62.285
117	120	124	0.523	61.215	62.785
118	121	125	0.523	61.715	63.285
119	122	126	0.523	62.216	63.784
120	123	127	0.523	62.716	64.284
121	124	128	0.522	63.216	64.784
122	125	129	0.522	63.717	65.283
123	126	130	0.522	64.217	65.783
124	127	131	0.522	64.717	66.283
125	128	132	0.522	65.217	66.783
126	129	133	0.522	65.718	67.282
127	130	134	0.521	66.218	67.782
128	131	135	0.521	66.718	68.282
129	132	136	0.521	67.218	68.782
130	133	137	0.521	67.719	69.281
131	134	138	0.521	68.219	69.781
132	135	139	0.521	68.719	70.281
133	136	140	0.520	69.219	70.781
134	137	141	0.520	69.720	71.280
135	138	142	0.520	70.220	71.780
136	139	143	0.520	70.720	72.280
137	140	144	0.520	71.220	72.780
138	141	145	0.520	71.720	73.280
139	142	146	0.520	72.221	73.779
140	143	147	0.519	72.721	74.279
141	144	148	0.519	73.221	74.779
142	145	149	0.519	73.721	75.279
143	146	150	0.519	74.221	75.779
144	147	151	0.519	74.722	76.278
145	148	152	0.519	75.222	76.778
146	149	153	0.519	75.722	77.278
147	150	154	0.519	76.222	77.778
148	151	155	0.518	76.722	78.278
149	152	156	0.518	77.223	78.777
150	153	157	0.518	77.723	79.277
151	154	158	0.518	78.223	79.777
152	155	159	0.518	78.723	80.277
153	156	160	0.518	79.223	80.777
154	157	161	0.518	79.723	81.277
155	158	162	0.518	80.224	81.776
156	159	163	0.517	80.724	82.276
157	160	164	0.517	81.224	82.776
158	161	165	0.517	81.724	83.276
159	162	166	0.517	82.224	83.776
160	163	167	0.517	82.724	84.276
161	164	168	0.517	83.225	84.775
162	165	169	0.517	83.725	85.275
163	166	170	0.517	84.225	85.775
164	167	171	0.517	84.725	86.275
165	168	172	0.517	85.225	86.775
166	169	173	0.516	85.725	87.275
167	170	174	0.516	86.226	87.774
168	171	175	0.516	86.726	88.274
169	172	176	0.516	87.226	88.774
170	173	177	0.516	87.726	89.274
171	174	178	0.516	88.226	89.774
172	175	179	0.516	88.726	90.274
173	176	180	0.516	89.226	90.774
174	177	181	0.516	89.726	91.274
175	178	182	0.516	90.227	91.773
176	179	183	0.515	90.727	92.273
177	180	184	0.515	91.227	92.773
178	181	185	0.515	91.727	93.273
179	182	186	0.515	92.227	93.773
180	183	187	0.515	92.727	94.273
181	184	188	0.515	93.227	94.773
182	185	189	0.515	93.728	95.272
183	186	190	0.515	94.228	95.772
184	187	191	0.515	94.728	96.272
185	188	192	0.515	95.228	96.772
186	189	193	0.515	95.728	97.272
187	190	194	0.515	96.228	97.772
188	191	195	0.515	96.728	98.272
189	192	196	0.514	97.228	98.772
190	193	197	0.514	97.728	99.272
191	194	198	0.514	98.229	99.771
192	195	199	0.514	98.729	100.271
193	196	200	0.514	99.229	100.771
194	197	201	0.514	99.729	101.271
195	198	202	0.514	100.229	101.771
196	199	203	0.514	100.729	102.271
197	200	204	0.514	101.229	102.771
198	201	205	0.514	101.729	103.271
199	202	206	0.514	102.229	103.771
200	203	207	0.514	102.730	104.270
201	204	208	0.514	103.230	104.770
202	205	209	0.514	103.730	105.270
203	206	210	0.513	104.230	105.770
204	207	211	0.513	104.730	106.270
205	208	212	0.513	105.230	106.770
206	209	213	0.513	105.730	107.270
207	210	214	0.513	106.230	107.770
208	211	215	0.513	106.730	108.270
209	212	216	0.513	107.230	108.770
210	213	217	0.513	107.730	109.270
211	214	218	0.513	108.231	109.769
212	215	219	0.513	108.731	110.269
213	216	220	0.513	109.231	110.769
214	217	221	0.513	109.731	111.269
215	218	222	0.513	110.231	111.769
216	219	223	0.513	110.731	112.269
217	220	224	0.513	111.231	112.769
218	221	225	0.513	111.731	113.269
219	222	226	0.512	112.231	113.769
220	223	227	0.512	112.731	114.269
221	224	228	0.512	113.231	114.769
222	225	229	0.512	113.732	115.268
223	226	230	0.512	114.232	115.768
224	227	231	0.512	114.732	116.268
225	228	232	0.512	115.232	116.768
226	229	233	0.512	115.732	117.268
227	230	234	0.512	116.232	117.768
228	231	235	0.512	116.732	118.268
229	232	236	0.512	117.232	118.768
230	233	237	0.512	117.732	119.268
231	234	238	0.512	118.232	119.768
232	235	239	0.512	118.732	120.268
233	236	240	0.512	119.232	120.768
234	237	241	0.512	119.732	121.268
235	238	242	0.512	120.233	121.767
236	239	243	0.512	120.733	122.267
237	240	244	0.512	121.233	122.767
238	241	245	0.511	121.733	123.267
239	242	246	0.511	122.233	123.767
240	243	247	0.511	122.733	124.267
241	244	248	0.511	123.233	124.767
242	245	249	0.511	123.733	125.267
243	246	250	0.511	124.233	125.767
244	247	251	0.511	124.733	126.267
245	248	252	0.511	125.233	126.767
246	249	253	0.511	125.733	127.267
247	250	254	0.511	126.233	127.767
248	251	255	0.511	126.733	128.267
249	252	256	0.511	127.234	128.766
250	253	257	0.511	127.734	129.266
251	254	258	0.511	128.234	129.766
252	255	259	0.511	128.734	130.266
253	256	260	0.511	129.234	130.766
254	257	261	0.511	129.734	131.266
255	258	262	0.511	130.234	131.766
256	259	263	0.511	130.734	132.266
257	260	264	0.511	131.234	132.766
258	261	265	0.511	131.734	133.266
259	262	266	0.511	132.234	133.766
260	263	267	0.511	132.734	134.266
261	264	268	0.510	133.234	134.766
262	265	269	0.510	133.734	135.266
263	266	270	0.510	134.234	135.766
264	267	271	0.510	134.734	136.266
265	268	272	0.510	135.235	136.765
266	269	273	0.510	135.735	137.265
267	270	274	0.510	136.235	137.765
268	271	275	0.510	136.735	138.265
269	272	276	0.510	137.235	138.765
270	273	277	0.510	137.735	139.265
271	274	278	0.510	138.235	139.765
272	275	279	0.510	138.735	140.265
273	276	280	0.510	139.235	140.765
274	277	281	0.510	139.735	141.265
275	278	282	0.510	140.235	141.765
276	279	283	0.510	140.735	142.265
277	280	284	0.510	141.235	142.765
278	281	285	0.510	141.735	143.265
279	282	286	0.510	142.235	143.765
280	283	287	0.510	142.735	144.265
281	284	288	0.510	143.235	144.765
282	285	289	0.510	143.735	145.265
283	286	290	0.510	144.236	145.764
284	287	291	0.510	144.736	146.264
285	288	292	0.510	145.236	146.764
286	289	293	0.510	145.736	147.264
287	290	294	0.510	146.236	147.764
288	291	295	0.509	146.736	148.264
289	292	296	0.509	147.236	148.764
290	293	297	0.509	147.736	149.264
291	294	298	0.509	148.236	149.764
292	295	299	0.509	148.736	150.264
293	296	300	0.509	149.236	150.764
294	297	301	0.509	149.736	151.264
295	298	302	0.509	150.236	151.764
296	299	303	0.509	150.736	152.264
297	300	304	0.509	151.236	152.764
298	301	305	0.509	151.736	153.264
299	302	306	0.509	152.236	153.764
300	303	307	0.509	152.736	154.264
301	304	308	0.509	153.236	154.764
302	305	309	0.509	153.736	155.264
303	306	310	0.509	154.236	155.764
304	307	311	0.509	154.736	156.264
305	308	312	0.509	155.237	156.763
306	309	313	0.509	155.737	157.263
307	310	314	0.509	156.237	157.763
308	311	315	0.509	156.737	158.263
309	312	316	0.509	157.237	158.763
310	313	317	0.509	157.737	159.263
311	314	318	0.509	158.237	159.763
312	315	319	0.509	158.737	160.263
313	316	320	0.509	159.237	160.763
314	317	321	0.509	159.737	161.263
315	318	322	0.509	160.237	161.763
316	319	323	0.509	160.737	162.263
317	320	324	0.509	161.237	162.763
318	321	325	0.509	161.737	163.263
319	322	326	0.509	162.237	163.763
320	323	327	0.509	162.737	164.263
321	324	328	0.509	163.237	164.763
322	325	329	0.509	163.737	165.263
323	326	330	0.508	164.237	165.763
324	327	331	0.508	164.737	166.263
325	328	332	0.508	165.237	166.763
326	329	333	0.508	165.737	167.263
327	330	334	0.508	166.237	167.763
328	331	335	0.508	166.737	168.263
329	332	336	0.508	167.238	168.762
330	333	337	0.508	167.738	169.262
331	334	338	0.508	168.238	169.762
332	335	339	0.508	168.738	170.262
333	336	340	0.508	169.238	170.762
334	337	341	0.508	169.738	171.262
335	338	342	0.508	170.238	171.762
336	339	343	0.508	170.738	172.262
337	340	344	0.508	171.238	172.762
338	341	345	0.508	171.738	173.262
339	342	346	0.508	172.238	173.762
340	343	865	1.266	430.600	434.400
341	344	866	1.264	431.104	434.896
342	345	867	1.262	431.607	435.393
343	346	868	1.260	432.110	435.890
344	347	869	1.258	432.614	436.386
345	348	870	1.255	433.117	436.883
346	349	871	1.253	433.620	437.380
347	350	872	1.251	434.123	437.877
348	351	873	1.249	434.627	438.373
349	352	874	1.247	435.130	438.870
350	353	875	1.245	435.633	439.367
351	354	876	1.243	436.136	439.864
352	355	877	1.240	436.639	440.361
353	356	878	1.238	437.142	440.858
354	357	879	1.236	437.646	441.354
355	358	880	1.234	438.149	441.851
356	359	881	1.232	438.652	442.348
357	360	882	1.230	439.155	442.845
358	361	883	1.228	439.658	443.342
359	362	884	1.226	440.161	443.839
360	363	885	1.224	440.664	444.336
361	364	886	1.222	441.167	444.833
362	365	887	1.220	441.670	445.330
363	366	888	1.218	442.173	445.827
364	367	889	1.216	442.676	446.324
365	368	890	1.214	443.179	446.821
366	369	891	1.212	443.682	447.318
367	370	892	1.210	444.185	447.815
368	371	893	1.208	444.687	448.313
369	372	894	1.206	445.190	448.810
370	373	895	1.205	445.693	449.307
371	374	896	1.203	446.196	449.804
372	375	897	1.201	446.699	450.301
373	376	898	1.199	447.202	450.798
374	377	899	1.197	447.704	451.296
375	378	900	1.195	448.207	451.793
376	379	901	1.193	448.710	452.290
377	380	902	1.192	449.213	452.787
378	381	903	1.190	449.715	453.285
379	382	904	1.188	450.218	453.782
380	383	905	1.186	450.721	454.279
381	384	906	1.184	451.224	454.776
382	385	907	1.183	451.726	455.274
383	386	908	1.181	452.229	455.771
384	387	909	1.179	452.732	456.268
385	388	910	1.177	453.234	456.766
386	389	911	1.175	453.737	457.263
387	390	912	1.174	454.239	457.761
388	391	913	1.172	454.742	458.258
389	392	914	1.170	455.245	458.755
390	393	915	1.169	455.747	459.253
391	394	916	1.167	456.250	459.750
392	395	917	1.165	456.752	460.248
393	396	918	1.163	457.255	460.745
394	397	919	1.162	457.757	461.243
395	398	920	1.160	458.260	461.740
396	399	921	1.158	458.762	462.238
397	400	922	1.157	459.265	462.735
398	401	923	1.155	459.767	463.233
399	402	924	1.154	460.270	463.730
400	403	925	1.152	460.772	464.228
401	404	926	1.150	461.275	464.725
402	405	927	1.149	461.777	465.223
403	406	928	1.147	462.279	465.721
404	407	929	1.145	462.782	466.218
405	408	930	1.144	463.284	466.716
406	409	931	1.142	463.787	467.213
407	410	932	1.141	464.289	467.711
408	411	933	1.139	464.791	468.209
409	412	934	1.138	465.294	468.706
410	413	935	1.136	465.796	469.204
411	414	936	1.135	466.298	469.702
412	415	937	1.133	466.800	470.200
413	416	938	1.131	467.303	470.697
414	417	939	1.130	467.805	471.195
415	418	940	1.128	468.307	471.693
416	419	941	1.127	468.810	472.190
417	420	942	1.125	469.312	472.688
418	421	943	1.124	469.814	473.186
419	422	944	1.122	470.316	473.684
420	423	945	1.121	470.819	474.181
421	424	946	1.120	471.321	474.679
422	425	947	1.118	471.823	475.177
423	426	948	1.117	472.325	475.675
424	427	949	1.115	472.827	476.173
425	428	950	1.114	473.329	476.671
426	429	951	1.112	473.832	477.168
427	430	952	1.111	474.334	477.666
428	431	953	1.109	474.836	478.164
429	432	954	1.108	475.338	478.662
430	433	955	1.107	475.840	479.160
431	434	956	1.105	476.342	479.658
432	435	957	1.104	476.844	480.156
433	436	958	1.102	477.346	480.654
434	437	959	1.101	477.848	481.152
435	438	960	1.100	478.351	481.649
436	439	961	1.098	478.853	482.147
437	440	962	1.097	479.355	482.645
438	441	963	1.096	479.857	483.143
439	442	964	1.094	480.359	483.641
440	443	965	1.093	480.861	484.139
441	444	966	1.092	481.363	484.637
442	445	967	1.090	481.865	485.135
443	446	968	1.089	482.367	485.633
444	447	969	1.088	482.869	486.131
445	448	970	1.086	483.371	486.629
446	449	971	1.085	483.873	487.127
447	450	972	1.084	484.375	487.625
448	451	973	1.082	484.877	488.123
449	452	974	1.081	485.378	488.622
450	453	975	1.080	485.880	489.120
451	454	976	1.078	486.382	489.618
452	455	977	1.077	486.884	490.116
453	456	978	1.076	487.386	490.614
454	457	979	1.075	487.888	491.112
455	458	980	1.073	488.390	491.610
456	459	981	1.072	488.892	492.108
457	460	982	1.071	489.394	492.606
458	461	983	1.070	489.896	493.104
459	462	984	1.068	490.397	493.603
460	463	985	1.067	490.899	494.101
461	464	986	1.066	491.401	494.599
462	465	987	1.065	491.903	495.097
463	466	988	1.064	492.405	495.595
464	467	989	1.062	492.907	496.093
465	468	990	1.061	493.408	496.592
466	469	991	1.060	493.910	497.090
467	470	992	1.059	494.412	497.588
468	471	993	1.058	494.914	498.086
469	472	994	1.056	495.416	498.584
470	473	995	1.055	495.917	499.083
471	474	996	1.054	496.419	499.581
472	475	997	1.053	496.921	500.079
473	476	998	1.052	497.423	500.577
474	477	999	1.050	497.924	501.076
0	0	0			
